name,slug,brand_id,categories,product_type_id,product_type,product_attributes,attribute_values,regular_price,sale_price,sale_starts_from,sale_ends_at,track_inventory,sku,in_stock,show_stock,alert_quantity,main_image_id,gallery_images,video_link,summary,description,meta_title,meta_description,meta_keywords,is_published,show_in_products_page

